mic,ticker,isin,name,status,issuer_name,country_code,currency_code,industry_name,industry_code,super_sector_name,super_sector_code,sector_name,sector_code,sub_sector_name,sub_sector_code,industry_class,domicile,issuer_domicile,distributions,ter,quote_units,asset_class,locality
XJSE,LVLTRX,ZAE000190112,Coreshares Lowvoltrax,delisted,Coreshares Index Tracker Managers (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,ZA
XJSE,PTXSPY,ZAE000101911,Coreshares Proptrax SApy,delisted,Coreshares Index Tracker Managers (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,property,ZA
XJSE,PTXTEN,ZAE000155362,Coreshares Proptrax Ten,delisted,Coreshares Index Tracker Managers (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,property,ZA
XJSE,RAFFIN,ZAE000134979,Erafi SA Financial 15,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,ZA
XJSE,RAFIND,ZAE000135182,Erafi SA Industrial 25,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,ZA
XJSE,RAFISA,ZAE000117149,Erafi Overall SA Index,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,ZA
XJSE,RAFRES,ZAE000135166,Erafi SA Resource 20,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,ZA
XJSE,GIVFIN,ZAE000205258,Newfunds S&P Givi SA Fin,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,ZA
XJSE,GIVIND,ZAE000205241,Newfunds S&P Givi SA Ind,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,ZA
XJSE,GIVISA,ZAE000205225,Newfunds S&P Givi SA T50,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,35,cents,equity,ZA
XJSE,GIVRES,ZAE000205233,Newfunds S&P Givi SA Res,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,ZA
XJSE,MAPPSG,ZAE000153763,Newfunds Mapps Growth,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,4,cents,equity,ZA
XJSE,MAPPSP,ZAE000153771,Newfunds Mapps Protect,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,41,cents,equity,ZA
XJSE,NEWFSA,ZAE000104055,Newfunds Newsa Index,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,ZA
XJSE,NEWPRP,ZAE000296752,Newfunds Reitway Global,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,69,cents,property,ZZ
XJSE,NFEDEF,ZAE000254868,Nf Vm Defensive Equity ETF,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,5,cents,equity,ZA
XJSE,NFEHGE,ZAE000254876,Nf Vm High Growth Eqetf,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,5,cents,equity,ZA
XJSE,NFEMOD,ZAE000254884,Nf Vm Moderate Equity ETF,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,5,cents,equity,ZA
XJSE,NFEMOM,ZAE000162236,Newfunds Equity Mom ETF,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,5,cents,equity,ZA
XJSE,NFEVAL,ZAE000252466,Nf Equity Value ETF,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,5,cents,equity,ZA
XJSE,NFEVOL,ZAE000252458,Nf Low Volatility ETF,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,5,cents,equity,ZA
XJSE,NFGOVI,ZAE000161949,Newfunds Govi ETF,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,32,cents,bond,ZA
XJSE,NFILBI,ZAE000162244,Newfunds Ilbi ETF,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,35,cents,bond,ZA
XJSE,NFNAMB,ZAE000276770,Nfnam 10 Bonds,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,14,cents,bond,NA
XJSE,NFSH40,ZAE000130431,Newfunds Sharia Top 40,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,4,cents,equity,ZA
XJSE,NFSWIX,ZAE000163754,Newfunds Swix 40 ETF,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,,cents,equity,ZA
XJSE,NFTRCI,ZAE000162251,Newfunds Traci 3-M ETF,delisted,Newfunds CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,35,cents,money,ZA
XJSE,PREFEX,ZAE000164570,Prefex Securities,delisted,Prefex Co Limited,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,ZA
XJSE,RMBINF,ZAE000164513,Rmb Inflation X,delisted,Rmb CIS Manco (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,bond,ZA
XJSE,RMBMID,ZAE000176459,Rmb Mid Cap ETF,delisted,Rmb CIS Manco (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,ZA
XJSE,RMBT40,ZAE000164521,Rmb Top 40 ETF,delisted,Rmb CIS Manco (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,ZA
XJSE,STAN40,ZAE000182432,Stanlib Top 40 Fund,delisted,Stanlib Collective Investments (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,ZA
XJSE,STANSX,ZAE000182424,Stanlib Swix 40 Fund,delisted,Stanlib Collective Investments (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,ZA
XJSE,STPROP,ZAE000175576,Stanlib SA Property ETF,delisted,Stanlib Collective Investments (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,property,ZA
XJSE,DBXEU,ZAE000115937,Db X-Trackers Dj Eu St 5,delisted,The Db X-Tracker CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,EU
XJSE,DBXJP,ZAE000115176,Db X-Trackers MSCI Japan,delisted,The Db X-Tracker CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,JP
XJSE,DBXUK,ZAE000115929,Db X-Trackers FTSE 100,delisted,The Db X-Tracker CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,GB
XJSE,DBXUS,ZAE000115192,Db X-Trackers Col In USA,delisted,The Db X-Tracker CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,US
XJSE,DBXWD,ZAE000115184,Db X-Trackers Col In WLD,delisted,The Db X-Tracker CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,ZZ
XJSE,ZGOVI,ZAE000126686,Zshares Govi,delisted,The Zshares Etf Scheme,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,bond,ZA
XJSE,NRD,ZAE000047841,New Rand,delisted,Trackhedge (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,equity,ZA
XJSE,ETFGLD,ZAE000182523,1Nvest Gold ETF,listed,1Nvest Etfs (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,25,cents,commodity,ZA
XJSE,ETFPLD,ZAE000182531,1Nvest Palladium ETF,listed,1Nvest Etfs (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,35,cents,commodity,ZA
XJSE,ETFPLT,ZAE000182556,1Nvest Platinum ETF,listed,1Nvest Etfs (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,3,cents,commodity,ZA
XJSE,ETFRHO,ZAE000210787,1Nvest Rhodium ETF,listed,1Nvest Etfs (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,75,cents,commodity,ZA
XJSE,ETF500,ZAE000255055,1Nvest S&P500 Index ETF,listed,1Nvest Etfs (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,27,cents,equity,US
XJSE,ETF5IT,ZAE000255063,1Nvest S&P500 InfoTech ETF,listed,1Nvest Etfs (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,35,cents,equity,US
XJSE,ETFBND,ZAE000316659,1Nvest SA Bond ETF,listed,1Nvest Etfs (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,29,cents,bond,ZA
XJSE,ETFEMA,ZAE000313409,1Nvest MSCI Asia ETF,listed,1Nvest Etfs (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,4,cents,equity,AS
XJSE,ETFGGB,ZAE000255188,1Nvest G7 Govt Bond ETF,listed,1Nvest Etfs (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,4,cents,bond,ZZ
XJSE,ETFGRE,ZAE000255196,1Nvest Global Reit ETF,listed,1Nvest Etfs (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,34,cents,property,ZZ
XJSE,ETFSAP,ZAE000279238,1Nvest SA Property ETF,listed,1Nvest Etfs (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,29,cents,property,ZA
XJSE,ETFSRI,ZAE000312245,1Nvest MSCI World SRI ETF,listed,1Nvest Etfs (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,4,cents,equity,ZZ
XJSE,ETFSWX,ZAE000279220,1Nvest Swix 40 ETF,listed,1Nvest Etfs (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,29,cents,equity,ZA
XJSE,ETFT40,ZAE000279212,1Nvest Top 40 ETF,listed,1Nvest Etfs (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,29,cents,equity,ZA
XJSE,ETFUSD,ZAE000313391,1Nvest US Short-Date ETF,listed,1Nvest Etfs (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,bond,US
XJSE,ETFWLD,ZAE000255170,1Nvest MSCI World ETF,listed,1Nvest Etfs (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,4,cents,equity,ZZ
XJSE,CSGOVI,ZAE000316162,10X Wealth GOVI ETF,listed,10X (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,25,cents,bond,ZA
XJSE,CSP500,ZAE000268694,10X S&P 500 ETF,listed,10X (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,39,cents,equity,US
XJSE,CSPROP,ZAE000273165,10X S&P Global Property ETF,listed,10X (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,45,cents,property,ZA
XJSE,CTOP50,ZAE000204327,10X Top 50 ETF,listed,10X (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,25,cents,equity,ZA
XJSE,DIVTRX,ZAE000190104,10X SA Dividend Aristocrat ETF,listed,10X (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,55,cents,equity,ZA
XJSE,GLOBAL,ZAE000297776,10X Total World ETF,listed,10X (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,29,cents,equity,ZZ
XJSE,GLODIV,ZAE000254249,10X S&P Global Dividend Aristocrats ETF,listed,10X (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,57,cents,equity,ZZ
XJSE,GLPROP,ZAE000268660,10X S&P Global Property ETF,listed,10X (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,49,cents,property,ZZ
XJSE,PREFTX,ZAE000185658,Coreshares Preftrax ETF,delisted,10X (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,55,cents,equity,ZA
XJSE,CSYSB,ZAE000318614,10X Yield Selected Bond ETF,listed,10X (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,55,cents,bond,ZA
XJSE,SMART,ZAE000269502,10X SciBeta M-FI ETF,listed,10X (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,56,cents,equity,ZA
XJSE,APACXJ,ZAE000322483,10X All Asia Actively Managed ETF,listed,10X (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A141,Exchange Traded Products,A301,Exchange Traded Funds,A311,Exchange Traded Funds,A312,icb,ZA,ZA,TRUE,40,cents,equity,ZZ
XJSE,INCOME,ZAE000320990,10X Income Actively Managed ETF,listed,11X (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A142,Exchange Traded Products,A302,Exchange Traded Funds,A312,Exchange Traded Funds,A313,icb,ZA,ZA,TRUE,45,cents,bond,ZA
XJSE,DCCUS2,ZAE000251179,2Yr Dollar Custodial Certificate,listed,Firstrand Bank Limited,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,bond,US
XJSE,DCCUSD,ZAE000234977,Dollar Custodial Certificate,listed,Firstrand Bank Limited,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,bond,US
XJSE,KCCGLD,ZAE000195830,Kr Custodial Certificate,listed,Firstrand Bank Limited,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,,cents,commodity,ZA
XJSE,FNBEQF,ZAE000303145,Fnb Global 1200 FoF ETF,listed,Fnb CIS Manco (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,46,cents,equity,ZZ
XJSE,FNBINF,ZAE000303103,Fnb Gov Inflation Linked Bond ETF,listed,Fnb CIS Manco (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,41,cents,bond,ZA
XJSE,FNBMID,ZAE000303111,Fnb Midcap ETF,listed,Fnb CIS Manco (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,61,cents,equity,ZA
XJSE,FNBT40,ZAE000303129,Fnb Top 40 ETF,listed,Fnb CIS Manco (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,13,cents,equity,ZA
XJSE,FNBWGB,ZAE000303137,Fnb World Gov Bond ETF,listed,Fnb CIS Manco (Pty) Ltd,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,47,cents,bond,ZZ
XJSE,GLD,ZAE000060067,New Gold ETF,listed,Newgold Issuer Limited,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,3,cents,commodity,ZA
XJSE,NGPLD,ZAE000182507,Newgold Palladium ETF,listed,Newgold Issuer Limited,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,35,cents,commodity,ZA
XJSE,NGPLT,ZAE000177580,New Gold Platinum ETF,listed,Newgold Issuer Limited,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,35,cents,commodity,ZA
XJSE,STX40,ZAE000027108,Satrix 40 ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,1,cents,equity,ZA
XJSE,STX500,ZAE000246641,Satrix S&P 500 ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,25,cents,equity,US
XJSE,STXCAP,ZAE000303905,Satrix Capped All Share ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,TRUE,25,cents,equity,ZA
XJSE,STXCHN,ZAE000288361,Satrix MSCI China ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,63,cents,equity,CN
XJSE,STXCTY,ZAE000311577,Satrix Smart City Infrastructure ETF,listed,Satrix CIS,ZA,ZAR,Exchange Traded Funds,A140,Exchange Traded Products,A300,Exchange Traded Funds,A310,Exchange Traded Funds,A311,icb,ZA,ZA,FALSE,6,cents,equity,ZZ
